epsilon,U,U_xi
0.0001,0.03435289382571175,-0.034364764085739706
0.0001,0.034284233043795825,-0.03429603909185858
0.0001,0.03421570956471825,-0.03422745177149637
0.0001,0.03414732311721715,-0.03415900185128559
0.0001,0.03407907343006799,-0.034090689057895716
0.0001,0.034010960232046125,-0.034022513117996145
0.0001,0.03394298325192698,-0.03395447375825638
0.0001,0.03387514221848592,-0.033886570705345835
0.0001,0.03380743686049839,-0.033818803685934005
0.0001,0.03373986690673974,-0.033751172426690304
0.0001,0.0336724320859854,-0.033683676654284206
0.0001,0.033605132127010745,-0.033616316095385144
0.0001,0.03353796675859121,-0.03354909047666261
0.0001,0.03347093570950216,-0.033481999524786005
0.0001,0.033404038708519004,-0.03341504296642482
0.0001,0.03333727548441714,-0.03334822052824849
0.0001,0.033270645765971975,-0.03328153193692648
0.0001,0.033204149281999266,-0.03321497691917011
0.0001,0.033137785764429155,-0.03314855520488627
0.0001,0.033071554950370195,-0.0330822665292687
0.0001,0.03300545657741092,-0.033016110627996996
0.0001,0.032939490383139786,-0.03295008723675073
0.0001,0.0328736561051453,-0.03288419609120953
0.0001,0.03280795348101594,-0.03281843692705292
0.0001,0.03274238224834021,-0.03275280947996055
0.0001,0.032676942144706574,-0.03268731348561196
0.0001,0.032611632907703546,-0.03262194867968678
0.0001,0.0325464542749196,-0.032556714797864574
0.0001,0.032481405983943216,-0.03249161157582491
0.0001,0.032416487772362904,-0.03242663874924742
0.0001,0.03235169937776713,-0.03236179605381165
0.0001,0.0322870405377444,-0.03229708322519723
0.0001,0.032222510989883185,-0.032232499999083696
0.0001,0.03215811047177199,-0.03216804611115069
0.0001,0.03209383872207808,-0.03210372129818515
0.0001,0.03202969548510579,-0.03203952530273297
0.0001,0.0319656805069665,-0.03197545786917529
0.0001,0.03190179353377152,-0.031911518741893026
0.0001,0.03183803431163205,-0.03184770766526702
0.0001,0.03177440258665938,-0.0317840243836782
0.0001,0.03171089810496476,-0.031720468641507404
0.0001,0.031647520612659484,-0.03165704018313557
0.0001,0.03158426985585475,-0.031593738752943516
0.0001,0.03152114558066188,-0.031530564095312186
0.0001,0.03145814753319207,-0.0314675159546224
0.0001,0.03139527545955664,-0.0314045940752551
0.0001,0.031332529105866806,-0.03134179820159112
0.0001,0.03126990821823386,-0.031279128078011406
0.0001,0.03120741254276903,-0.031216583448896766
0.0001,0.031145041825583607,-0.03115416405862813
0.0001,0.031082795812978965,-0.03109186965178187
0.0001,0.031020674255317706,-0.03102969997708443
0.0001,0.03095867690680693,-0.030967654787173397
0.0001,0.03089680352180031,-0.030905733834833807
0.0001,0.030835053854651455,-0.030843936872850655
0.0001,0.030773427659714046,-0.03078226365400899
0.0001,0.030711924691341697,-0.0307207139310938
0.0001,0.030650544703888078,-0.03065928745689013
0.0001,0.03058928745170681,-0.03059798398418297
0.0001,0.03052815268915157,-0.03053680326575737
0.0001,0.030467140170575967,-0.030475745054398314
0.0001,0.030406249650333676,-0.030414809102890853
0.0001,0.030345480882778317,-0.030353995164019973
0.0001,0.030284833622263557,-0.03029330299057073
0.0001,0.03022430762314302,-0.030232732335328104
0.0001,0.030163902639770375,-0.030172282951077142
0.0001,0.030103618426501187,-0.030111954590604874
0.0001,0.030043454739578923,-0.030051747008628376
0.0001,0.02998341134045404,-0.029991659965165472
0.0001,0.029923487991451773,-0.02993169322111933
0.0001,0.029863684454897295,-0.02987184653739305
0.0001,0.02980400049311583,-0.029812119674889795
0.0001,0.02974443586843257,-0.029752512394512674
0.0001,0.029684990343172735,-0.02969302445716485
0.0001,0.0296256636796615,-0.029633655623749432
0.0001,0.029566455640224105,-0.029574405655169576
0.0001,0.029507365987185716,-0.029515274312328397
0.0001,0.02944839448287157,-0.02945626135612905
0.0001,0.029389540889606845,-0.02939736654747465
0.0001,0.029330804969716764,-0.02933858964726835
0.0001,0.02927218648552651,-0.029279930416413268
0.0001,0.029213685199361315,-0.029221388615812558
0.0001,0.029155300873546352,-0.02916296400636933
0.0001,0.02909703327090954,-0.029104656349500907
0.0001,0.029038882158954924,-0.02904646541138691
0.0001,0.028980847307695873,-0.028988390960751644
0.0001,0.0289229284871675,-0.028930432766340948
0.0001,0.028865125467404967,-0.028872590596900713
0.0001,0.02880743801844338,-0.028814864221176777
0.0001,0.02874986591031791,-0.028757253407915045
0.0001,0.028692408913063665,-0.028699757925861345
0.0001,0.028635066796715812,-0.028642377543761578
0.0001,0.02857783933130946,-0.028585112030361584
0.0001,0.028520726286879763,-0.028527961154407255
0.0001,0.028463727433461847,-0.02847092468464443
0.0001,0.02840684254109087,-0.028414002389819
0.0001,0.028350071379801944,-0.02835719403867681
0.0001,0.028293413719630227,-0.028300499399963756
0.0001,0.02823686933061084,-0.02824391824242567
0.0001,0.02818043798282565,-0.028187450334856385
0.0001,0.02812411944915396,-0.028131095448899416
0.0001,0.028067913506737083,-0.02807485336052414
0.0001,0.028011819933067297,-0.028018723846053906
0.0001,0.02795583850563694,-0.027962706681812114
0.0001,0.027899969001938293,-0.0279068016441221
0.0001,0.027844211199463682,-0.02785100850930727
0.0001,0.0277885648757054,-0.02779532705369097
0.0001,0.02773302980815577,-0.027739757053596596
0.0001,0.02767760577430708,-0.027684298285347488
0.0001,0.02762229255165166,-0.027628950525267055
0.0001,0.027567089917681798,-0.02757371354967864
0.0001,0.02751199764988982,-0.027518587134905632
0.0001,0.027457015525768007,-0.027463571057271388
0.0001,0.027402143322808704,-0.027408665093099298
0.0001,0.027347380818504175,-0.027353869018712715
0.0001,0.027292727790346766,-0.027299182610435034
0.0001,0.02723818401684323,-0.027244605645623362
0.0001,0.027183749281302415,-0.02719013790651127
0.0001,0.027129423368429988,-0.027135779176744576
0.0001,0.027075206062931217,-0.027081529239968677
0.0001,0.02702109714951133,-0.0270273878798289
0.0001,0.026967096412875608,-0.026973354879970633
0.0001,0.026913203637729265,-0.026919430024039213
0.0001,0.02685941860877758,-0.026865613095680013
0.0001,0.026805741110725784,-0.02681190387853838
0.0001,0.026752170928279143,-0.02675830215625969
0.0001,0.02669870784614288,-0.02670480771248929
0.0001,0.026645351649022278,-0.026651420330872547
0.0001,0.026592102121622555,-0.026598139795054803
0.0001,0.02653895904864899,-0.02654496588868145
0.0001,0.026485922214806803,-0.026491898395397815
0.0001,0.02643299140480127,-0.026438937098849282
0.0001,0.026380166403531163,-0.02638608178287861
0.0001,0.026327446999470788,-0.02633333223496021
0.0001,0.02627483298420232,-0.026280688245714813
0.0001,0.026222324149407963,-0.026228149605863577
0.0001,0.02616992028676989,-0.026175716106127594
0.0001,0.026117621187970303,-0.026123387537227993
0.0001,0.026065426644691376,-0.026071163689885872
0.0001,0.026013336448615313,-0.026019044354822374
0.0001,0.02596135039142428,-0.02596702932275859
0.0001,0.025909468264800492,-0.02591511838441566
0.0001,0.02585768986042611,-0.02586331133051467
0.0001,0.025806014969983346,-0.025811607951776772
0.0001,0.02575444338515436,-0.025760008038923057
0.0001,0.025702974897621373,-0.025708511382674656
0.0001,0.025651609299066545,-0.025657117773752666
0.0001,0.025600346381172083,-0.02560582700287823
0.0001,0.025549185935623876,-0.02555463886077626
0.0001,0.025498127755841465,-0.025503553139933088
0.0001,0.025447171639595586,-0.025452569637242288
0.0001,0.02539631738531731,-0.02540168815026341
0.0001,0.025345564791437656,-0.025350908476555974
0.0001,0.025294913656387703,-0.025300230413679528
0.0001,0.025244363778598483,-0.02524965375919359
0.0001,0.025193914956501036,-0.025199178310657686
0.0001,0.02514356698852643,-0.02514880386563136
0.0001,0.0250933196731057,-0.02509853022167413
0.0001,0.025043172808669904,-0.025048357176345553
0.0001,0.024993126193650083,-0.024998284527205133
0.0001,0.024943179626477296,-0.024948312071812414
0.0001,0.024893332905582575,-0.024898439607726926
0.0001,0.02484358582939699,-0.024848666932508215
0.0001,0.02479393819635157,-0.02479899384371578
0.0001,0.02474438980487738,-0.02474942013890919
0.0001,0.024694940453890812,-0.02469994561614122
0.0001,0.024645589946354702,-0.0246505700775646
0.0001,0.024596338087216455,-0.024601293327336515
0.0001,0.024547184681435564,-0.024552115169626094
0.0001,0.02449812953397147,-0.024503035408602433
0.0001,0.02444917244978368,-0.02445405384843468
0.0001,0.024400313233831645,-0.024405170293291922
0.0001,0.024351551691074863,-0.024356384547343304
0.0001,0.024302887626472768,-0.02430769641475792
0.0001,0.02425432084498488,-0.024259105699704908
0.0001,0.024205851151570628,-0.024210612206353368
0.0001,0.024157478351189518,-0.024162215738872436
0.0001,0.024109202248801,-0.02411391610143121
0.0001,0.024061022649364577,-0.024065713098198827
0.0001,0.024012939357839685,-0.024017606533344383
0.0001,0.02396495217918583,-0.023969596211037024
0.0001,0.023917060918414945,-0.023921681935499275
0.0001,0.023869265383045773,-0.023873863513494072
0.0001,0.023821565384098162,-0.023826140755322973
0.0001,0.023773960732846967,-0.02377851347154403
0.0001,0.02372645124056699,-0.023730981472715254
0.0001,0.02367903671853309,-0.023683544569394692
0.0001,0.02363171697802007,-0.023636202572140365
0.0001,0.023584491830302784,-0.023588955291510314
0.0001,0.023537361086656036,-0.023541802538062553
0.0001,0.02349032455835468,-0.023494744122355145
0.0001,0.02344338205667352,-0.023447779854946088
0.0001,0.023396533392887414,-0.023400909546393445
0.0001,0.02334977837827117,-0.02335413300725522
0.0001,0.02330311682409963,-0.023307450048089467
0.0001,0.023256548541647614,-0.023260860479454196
0.0001,0.02321007334218996,-0.02321436411190746
0.0001,0.02316369103700149,-0.023167960756007272
0.0001,0.02311740143830859,-0.0231216502232762
0.0001,0.023071204362419627,-0.023075432329364085
0.0001,0.023025099626719153,-0.023029306891005356
0.0001,0.022979087048591376,-0.022983273724934083
0.0001,0.02293316644542053,-0.022937332647884393
0.0001,0.02288733763459083,-0.022891483476590348
0.0001,0.02284160043348651,-0.02284572602778608
0.0001,0.02279595465949178,-0.022800060118205647
0.0001,0.022750400129990883,-0.02275448556458317
0.0001,0.02270493666236802,-0.02270900218365272
0.0001,0.02265956407400744,-0.02266360979214842
0.0001,0.022614282182293336,-0.022618308206804334
0.0001,0.022569090804609962,-0.02257309724435459
0.0001,0.022523989758341516,-0.022527976721533245
0.0001,0.02247897886087224,-0.02248294645507443
0.0001,0.022434057929586346,-0.02243800626171221
0.0001,0.02238922678206316,-0.022393155958378576
0.0001,0.022344485239023694,-0.02234839536518255
0.0001,0.02229983312369539,-0.022303724304761744
0.0001,0.022255270259372725,-0.02225914259982095
0.0001,0.022210796469350234,-0.022214650073064994
0.0001,0.022166411576922413,-0.022170246547198662
0.0001,0.02212211540538379,-0.022125931844926786
0.0001,0.02207790777802885,-0.02208170578895416
0.0001,0.02203378851815213,-0.0220375682019856
0.0001,0.02198975744904811,-0.021993518906725903
0.0001,0.02194581439401133,-0.021949557725879892
0.0001,0.02190195917633628,-0.021905684482152365
0.0001,0.021858191619317482,-0.021861898998248138
0.0001,0.021814511546249433,-0.02181820109687201
0.0001,0.021770918780426664,-0.0217745906007288
0.0001,0.02172741314514366,-0.021731067332523304
0.0001,0.02168399446370083,-0.021687631114966327
0.0001,0.02164066256098534,-0.021644281772373656
0.0001,0.02159741726551313,-0.0216010191327233
0.0001,0.02155425840629648,-0.021557843024492627
0.0001,0.021511185812347712,-0.021514753276159024
0.0001,0.021468199312679116,-0.021471749716199837
0.0001,0.02142529873630301,-0.021428832173092473
0.0001,0.021382483912231676,-0.021386000475314273
0.0001,0.02133975466947744,-0.021343254451342636
0.0001,0.021297110837052585,-0.021300593929654915
0.0001,0.021254552243969434,-0.021258018738728506
0.0001,0.02121207871924027,-0.02121552870704076
0.0001,0.021169690091877417,-0.02117312366306907
0.0001,0.02112738619089315,-0.021130803435290793
0.0001,0.021085166845299808,-0.02108856785218332
0.0001,0.02104303188410966,-0.021046416742224003
0.0001,0.021000981136335042,-0.021004349933890235
0.0001,0.02095901443145466,-0.020962367256131258
0.0001,0.020917131602441994,-0.02092046854142417
0.0001,0.020875332483834837,-0.020878653623821596
0.0001,0.020833616910177207,-0.020836922337382255
0.0001,0.02079198471601307,-0.02079527451616482
0.0001,0.02075043573588643,-0.02075370999422803
0.0001,0.020708969804341247,-0.02071222860563056
0.0001,0.02066758675592154,-0.02067083018443113
0.0001,0.020626286425171253,-0.02062951456468844
0.0001,0.020585068646634407,-0.020588281580461193
0.0001,0.020543933254854967,-0.020547131065808088
0.0001,0.02050288008437693,-0.02050606285478784
0.0001,0.020461908969744272,-0.02046507678145913
0.0001,0.02042101974550099,-0.02042417267988069
0.0001,0.020380212246191052,-0.0203833503841112
0.0001,0.02033948630635846,-0.02034260972820938
0.0001,0.02029884176060475,-0.02030195054629223
0.0001,0.02025827844577192,-0.020261372674738706
0.0001,0.02021779620157196,-0.02022087595281981
0.0001,0.02017739486790061,-0.020180460219990995
0.0001,0.02013707428465357,-0.020140125315707687
0.0001,0.020096834291726578,-0.020099871079425343
0.0001,0.020056674729015327,-0.02005969735059938
0.0001,0.02001659543641555,-0.02001960396868527
0.0001,0.019976596253822955,-0.019979590773138416
0.0001,0.01993667702113327,-0.01993965760341429
0.0001,0.019896837578242198,-0.019899804298968305
0.0001,0.019857077765045476,-0.019860030699255928
0.0001,0.01981739742143879,-0.019820336643732575
0.0001,0.01977779638731789,-0.0197807219718537
0.0001,0.019738274502578472,-0.019741186523074734
0.0001,0.019698831607116263,-0.019701730136851125
0.0001,0.019659467540826973,-0.0196623526526383
0.0001,0.019620182144496488,-0.01962305391079059
0.0001,0.019580975262371972,-0.019583833755151096
0.0001,0.01954184673952696,-0.019544692030393867
0.0001,0.019502796421034908,-0.019505628581192886
0.0001,0.01946382415196925,-0.019466643252222107
0.0001,0.019424929777403448,-0.019427735888155506
0.0001,0.01938611314241092,-0.01938890633366704
0.0001,0.019347374092065144,-0.019350154433430678
0.0001,0.01930871247143954,-0.01931148003212038
0.0001,0.019270128125607563,-0.019272882974410127
0.0001,0.019231620899642653,-0.01923436310497386
0.0001,0.019193190638618265,-0.01919592026848557
0.0001,0.01915483718760783,-0.019157554309619195
0.0001,0.01911656039168481,-0.01911926507304873
0.0001,0.01907836009592263,-0.019081052403448116
0.0001,0.01904023614539476,-0.019042916145491334
0.0001,0.01900218838536953,-0.019004856144049228
0.0001,0.018964216663869937,-0.01896687224676953
0.0001,0.018926320830934748,-0.018928964303328494
0.0001,0.0188885007366469,-0.01889113216344655
0.0001,0.018850756231089272,-0.0188533756768441
0.0001,0.018813087164344808,-0.018815694693241576
0.0001,0.018775493386496398,-0.01877808906235938
0.0001,0.01873797474762697,-0.01874055863391794
0.0001,0.018700531097819408,-0.018703103257637663
0.0001,0.018663162287156653,-0.018665722783238973
0.0001,0.0186258681657216,-0.018628417060442277
0.0001,0.01858864858359717,-0.018591185938968007
0.0001,0.018551503390866256,-0.018554029268536557
0.0001,0.01851443243761179,-0.018516946898868365
0.0001,0.018477435573916675,-0.01847993867968383
0.0001,0.018440512649863825,-0.018443004460703388
0.0001,0.018403663515544427,-0.01840614409165583
0.0001,0.018366888022497148,-0.018369357423729322
0.0001,0.018330186025280196,-0.01833264431115155
0.0001,0.018293557378823253,-0.018296004608523223
0.0001,0.01825700193805596,-0.018259438170445022
0.0001,0.018220519557908002,-0.018222944851517656
0.0001,0.01818411009330901,-0.018186524506341808
0.0001,0.01814777339918867,-0.018150176989518187
0.0001,0.01811150933047662,-0.01811390215564747
0.0001,0.018075317742102536,-0.018077699859330366
0.0001,0.01803919848899607,-0.018041569955167557
0.0001,0.018003151426086883,-0.018005512297759756
0.0001,0.01796717640830463,-0.017969526741707643
0.0001,0.01793127329057899,-0.017933613141611925
0.0001,0.017895441927839595,-0.017897771352073277
0.0001,0.017859682175016132,-0.01786200122769242
0.0001,0.017823993887038238,-0.01782630262307003
