epsilon,U,U_xi
0.0001,0.11040160877445049,-0.11074614154607239
0.0001,0.11018033987196527,-0.11052281826444464
0.0001,0.10995951717917826,-0.11029995359681287
0.0001,0.10973913977960975,-0.11007754655097506
0.0001,0.10951920675677991,-0.10985559613472894
0.0001,0.10929971719420903,-0.10963410135587247
0.0001,0.10908067017541725,-0.10941306122220341
0.0001,0.1088620647839249,-0.10919247474151973
0.0001,0.10864390010325208,-0.10897234092161917
0.0001,0.10842617521691918,-0.1087526587702997
0.0001,0.1082088892090172,-0.10853342729611883
0.0001,0.10799204117855563,-0.10831464552639194
0.0001,0.1077756302402228,-0.10809631250734389
0.0001,0.10755965550942206,-0.10787842728597384
0.0001,0.1073441161015565,-0.10766098890928076
0.0001,0.10712901113202944,-0.10744399642426386
0.0001,0.10691433971624399,-0.1072274488779221
0.0001,0.1067001009696035,-0.10701134531725466
0.0001,0.10648629400751101,-0.10679568478926056
0.0001,0.10627291794536989,-0.10658046634093896
0.0001,0.10605997189858322,-0.10636568901928882
0.0001,0.10584745498255432,-0.10615135187130936
0.0001,0.10563536631268633,-0.10593745394399956
0.0001,0.10542370500438251,-0.10572399428435857
0.0001,0.10521247017304602,-0.10551097193938541
0.0001,0.10500166093408016,-0.10529838595607927
0.0001,0.1047912764028891,-0.1050862353814407
0.0001,0.10458131570138608,-0.10487451927068618
0.0001,0.10437177797176542,-0.10466323670364493
0.0001,0.10416266236006083,-0.10445238676454416
0.0001,0.10395396801230591,-0.10424196853761086
0.0001,0.10374569407453436,-0.1040319811070723
0.0001,0.10353783969277974,-0.10382242355715544
0.0001,0.1033304040130758,-0.10361329497208753
0.0001,0.1031233861814561,-0.10340459443609555
0.0001,0.10291678534395436,-0.10319632103340673
0.0001,0.10271060064660414,-0.1029884738482481
0.0001,0.10250483123543921,-0.10278105196484683
0.0001,0.10229947625649309,-0.10257405446742994
0.0001,0.10209453485579952,-0.10236748044022469
0.0001,0.10189000617939206,-0.10216132896745803
0.0001,0.10168588937330446,-0.10195559913335722
0.0001,0.10148218358357028,-0.10175029002214925
0.0001,0.10127888795782952,-0.10154540072009821
0.0001,0.10107600166104425,-0.10134093033456379
0.0001,0.10087352386856137,-0.10113687798504438
0.0001,0.10067145375585483,-0.10093324279115728
0.0001,0.10046979049839865,-0.10073002387251993
0.0001,0.10026853327166671,-0.10052722034874967
0.0001,0.10006768125113309,-0.10032483133946389
0.0001,0.09986723361227166,-0.10012285596427993
0.0001,0.0996671895305565,-0.09992129334281526
0.0001,0.09946754818146149,-0.09972014259468713
0.0001,0.09926830874046065,-0.09951940283951305
0.0001,0.09906947038302792,-0.09931907319691027
0.0001,0.09887103228463731,-0.09911915278649629
0.0001,0.09867299362076276,-0.09891964072788836
0.0001,0.09847535356687827,-0.09872053614070396
0.0001,0.09827811129845776,-0.09852183814456039
0.0001,0.09808126599109104,-0.09832354585922697
0.0001,0.09788481683020006,-0.09812565841647636
0.0001,0.09768876301797291,-0.09792817496783852
0.0001,0.09749310375819192,-0.09773109466660673
0.0001,0.09729783825463954,-0.09753441666607446
0.0001,0.0971029657110981,-0.09733814011953493
0.0001,0.09690848533135,-0.09714226418028166
0.0001,0.09671439631917761,-0.09694678800160787
0.0001,0.0965206978783634,-0.09675171073680704
0.0001,0.09632738921268962,-0.09655703153917243
0.0001,0.09613446952593875,-0.0963627495619975
0.0001,0.09594193802189312,-0.09616886395857553
0.0001,0.09574979390433518,-0.09597537388219997
0.0001,0.09555803637704724,-0.09578227848616407
0.0001,0.09536666464381174,-0.09558957692376131
0.0001,0.09517567790841103,-0.09539726834828498
0.0001,0.09498507537462755,-0.0952053519130285
0.0001,0.09479485624957704,-0.0950138267753653
0.0001,0.09460501975835728,-0.09482269211396054
0.0001,0.09441556513198247,-0.09463194711418776
0.0001,0.0942264916014659,-0.09444159096141497
0.0001,0.09403779839782071,-0.09425162284100988
0.0001,0.0938494847520602,-0.09406204193834042
0.0001,0.0936615498951975,-0.09387284743877439
0.0001,0.0934739930582459,-0.0936840385276797
0.0001,0.09328681347221855,-0.09349561439042414
0.0001,0.09310001036812875,-0.0933075742123756
0.0001,0.0929135829769896,-0.09311991717890186
0.0001,0.09272753052981444,-0.09293264247537089
0.0001,0.09254185225761638,-0.0927457492871504
0.0001,0.09235654739140871,-0.09255923679960838
0.0001,0.0921716151622046,-0.09237310419811254
0.0001,0.0919870548010173,-0.09218735066803083
0.0001,0.09180286553942664,-0.09200197539543253
0.0001,0.09161904662176792,-0.0918169775815167
0.0001,0.09143559730476725,-0.09163235644171021
0.0001,0.09125251684564198,-0.09144811119195713
0.0001,0.09106980450160929,-0.0912642410482014
0.0001,0.09088745952988651,-0.09108074522638705
0.0001,0.09070548118769087,-0.09089762294245803
0.0001,0.09052386873223954,-0.09071487341235829
0.0001,0.09034262142074993,-0.09053249585203191
0.0001,0.09016173851043915,-0.09035048947742279
0.0001,0.08998121925852459,-0.09016885350447498
0.0001,0.0898010629222234,-0.0899875871491324
0.0001,0.08962126875875293,-0.08980668962733913
0.0001,0.08944183602533032,-0.08962616015503905
0.0001,0.08926276397917296,-0.08944599794817623
0.0001,0.08908405187749799,-0.0892662022226946
0.0001,0.08890569897752676,-0.08908677219454356
0.0001,0.08872770454229288,-0.08890770708658785
0.0001,0.0885500678513788,-0.08872900614078763
0.0001,0.08837278818722649,-0.08855066860225912
0.0001,0.0881958648322781,-0.08837269371611862
0.0001,0.08801929706897564,-0.0881950807274824
0.0001,0.08784308417976122,-0.08801782888146675
0.0001,0.08766722544707684,-0.08784093742318787
0.0001,0.08749172015336464,-0.08766440559776215
0.0001,0.08731656758106661,-0.08748823265030574
0.0001,0.08714176701262487,-0.087312417825935
0.0001,0.08696731773048144,-0.08713696036976615
0.0001,0.08679321901707843,-0.08696185952691549
0.0001,0.08661947015485785,-0.08678711454249925
0.0001,0.08644607042626182,-0.0866127246616338
0.0001,0.08627301911373234,-0.08643868912943528
0.0001,0.08610031549971156,-0.08626500719102008
0.0001,0.08592795886815251,-0.0860916780933079
0.0001,0.08575594851763572,-0.08591870110014732
0.0001,0.08558428375481773,-0.08574607548443984
0.0001,0.08541296388643081,-0.08557380051915689
0.0001,0.08524198821920714,-0.08540187547726981
0.0001,0.08507135605987896,-0.08523029963175008
0.0001,0.08490106671517848,-0.08505907225556904
0.0001,0.08473111949183794,-0.08488819262169815
0.0001,0.08456151369658953,-0.08471766000310878
0.0001,0.08439224863616553,-0.08454747367277235
0.0001,0.08422332361729806,-0.08437763290366022
0.0001,0.08405473794671944,-0.0842081369687439
0.0001,0.08388649093116185,-0.08403898514099468
0.0001,0.08371858187735752,-0.08387017669338406
0.0001,0.08355101009203864,-0.08370171089888334
0.0001,0.08338377488193749,-0.08353358703046403
0.0001,0.08321687555391692,-0.08336580436125712
0.0001,0.08305031142344467,-0.08319836217437016
0.0001,0.0828840818194969,-0.0830312597681536
0.0001,0.0827181860722033,-0.08286449644219664
0.0001,0.08255262351169336,-0.08269807149608821
0.0001,0.08238739346809677,-0.08253198422941743
0.0001,0.08222249527154306,-0.0823662339417733
0.0001,0.08205792825216185,-0.08220081993274492
0.0001,0.0818936917400827,-0.08203574150192126
0.0001,0.08172978506543525,-0.0818709979488915
0.0001,0.08156620755834902,-0.08170658857324455
0.0001,0.08140295854895369,-0.08154251267456955
0.0001,0.08124003736737875,-0.0813787695524555
0.0001,0.0810774433437539,-0.08121535850649148
0.0001,0.08091517580820862,-0.08105227883626649
0.0001,0.08075323409087261,-0.08088952984136968
0.0001,0.08059161752187535,-0.08072711082138999
0.0001,0.08043032543439983,-0.08056502107946416
0.0001,0.08026935717661744,-0.0804032599357055
0.0001,0.08010871210120363,-0.08024182671516036
0.0001,0.0799483895608318,-0.08008072074287116
0.0001,0.0797883889081756,-0.0799199413438805
0.0001,0.0796287094959085,-0.07975948784323082
0.0001,0.07946935067670406,-0.0795993595659647
0.0001,0.07931031180323575,-0.07943955583712461
0.0001,0.07915159222817718,-0.0792800759817531
0.0001,0.07899319130420178,-0.07912091932489264
0.0001,0.07883510838398318,-0.0789620851915858
0.0001,0.07867734282019484,-0.07880357290687502
0.0001,0.07851989396551032,-0.07864538179580292
0.0001,0.0783627611726031,-0.0784875111834119
0.0001,0.07820594379414679,-0.07832996039474457
0.0001,0.07804944118281484,-0.07817272875484338
0.0001,0.07789325269184354,-0.07801581558940968
0.0001,0.07773737768545469,-0.07785922023660538
0.0001,0.07758181553771507,-0.07770294204548492
0.0001,0.07742656562302565,-0.07754698036544763
0.0001,0.07727162731578761,-0.0773913345458929
0.0001,0.07711699999040195,-0.07723600393622007
0.0001,0.07696268302126982,-0.07708098788582855
0.0001,0.07680867578279224,-0.07692628574411763
0.0001,0.07665497764937033,-0.07677189686048674
0.0001,0.07650158799540512,-0.07661782058433521
0.0001,0.07634850619529777,-0.07646405626506243
0.0001,0.07619573162344928,-0.07631060325206775
0.0001,0.07604326365426083,-0.07615746089475055
0.0001,0.07589110166213336,-0.07600462854251015
0.0001,0.07573924502146807,-0.07585210554474599
0.0001,0.07558769310666599,-0.07569989125085733
0.0001,0.07543644529213658,-0.07554798501025399
0.0001,0.0752855009575117,-0.07539638617828283
0.0001,0.07513485949600432,-0.07524509412537457
0.0001,0.0749845203029615,-0.07509410822425111
0.0001,0.0748344827737305,-0.07494342784763451
0.0001,0.07468474630365843,-0.07479305236824663
0.0001,0.0745353102880925,-0.07464298115880949
0.0001,0.07438617412237984,-0.07449321359204497
0.0001,0.07423733720186763,-0.07434374904067512
0.0001,0.074088798921903,-0.07419458687742184
0.0001,0.07394055867783321,-0.07404572647500711
0.0001,0.07379261586500531,-0.07389716720615284
0.0001,0.07364496987876655,-0.07374890844358108
0.0001,0.07349762011446405,-0.0736009495600137
0.0001,0.073350565967445,-0.07345328992817272
0.0001,0.07320380683305655,-0.07330592892078003
0.0001,0.07305734210664588,-0.07315886591055763
0.0001,0.07291117118498797,-0.07301210027185424
0.0001,0.0727652934772836,-0.07286563139285328
0.0001,0.07261970839903459,-0.07271945866858337
0.0001,0.07247441536578571,-0.0725735814941125
0.0001,0.07232941379308164,-0.07242799926450853
0.0001,0.0721847030964672,-0.07228271137483948
0.0001,0.07204028269148703,-0.0721377172201732
0.0001,0.07189615199368596,-0.07199301619557767
0.0001,0.07175231041860868,-0.07184860769612078
0.0001,0.07160875738179993,-0.0717044911168705
0.0001,0.07146549229880444,-0.07156066585289472
0.0001,0.07132251458516697,-0.0714171312992614
0.0001,0.07117982365643225,-0.07127388685103843
0.0001,0.07103741892814502,-0.07113093190329378
0.0001,0.07089529981585,-0.07098826585109533
0.0001,0.07075346573509196,-0.07084588808951109
0.0001,0.07061191610156026,-0.07070379801377627
0.0001,0.07047065033851446,-0.07056199502756556
0.0001,0.07032966788014718,-0.07042047854649484
0.0001,0.0701889681614833,-0.07027924798705477
0.0001,0.07004855061754783,-0.07013830276573602
0.0001,0.06990841468336563,-0.06999764229902915
0.0001,0.06976855979396168,-0.06985726600342484
0.0001,0.0696289853843609,-0.06971717329541373
0.0001,0.0694896908895882,-0.06957736359148642
0.0001,0.06935067574466852,-0.06943783630813355
0.0001,0.06921193938462683,-0.06929859086184577
0.0001,0.06907348124448799,-0.06915962666911367
0.0001,0.06893530075927701,-0.06902094314642793
0.0001,0.06879739736401874,-0.06888253971027912
0.0001,0.0686597704937382,-0.06874441577715795
0.0001,0.06852241958346023,-0.06860657076355497
0.0001,0.06838534406820983,-0.06846900408596088
0.0001,0.068248543385823,-0.06833171516400556
0.0001,0.06811201698668455,-0.06819470343106458
0.0001,0.06797576432461298,-0.06805796832417944
0.0001,0.06783978485342557,-0.0679215092803897
0.0001,0.06770407802693942,-0.06778532573673483
0.0001,0.06756864329897183,-0.06764941713025441
0.0001,0.06743348012333987,-0.06751378289798789
0.0001,0.06729858795386087,-0.06737842247697483
0.0001,0.06716396624435192,-0.06724333530425473
0.0001,0.06702961444863027,-0.06710852081686715
0.0001,0.06689553202051308,-0.06697397845185155
0.0001,0.06676171841381759,-0.06683970764624748
0.0001,0.06662817308236094,-0.06670570783709444
0.0001,0.06649489547996039,-0.06657197846143201
0.0001,0.06636188506043307,-0.06643851895629961
0.0001,0.06622914127759623,-0.06630532875873683
0.0001,0.06609666358582483,-0.06617240730640918
0.0001,0.06596445144899851,-0.06603975404740557
0.0001,0.06583250433884173,-0.06590736843825772
0.0001,0.06570082172730397,-0.0657752499357262
0.0001,0.06556940308633459,-0.06564339799657141
0.0001,0.06543824788788306,-0.06551181207755395
0.0001,0.06530735560389875,-0.06538049163543426
0.0001,0.06517672570633112,-0.06524943612697288
0.0001,0.06504635766712957,-0.06511864500893026
0.0001,0.06491625095824353,-0.06498811773806697
0.0001,0.06478640505162239,-0.06485785377114342
0.0001,0.06465681941921562,-0.06472785256492018
0.0001,0.06452749353297259,-0.0645981135761577
0.0001,0.06439842686484275,-0.06446863626161654
0.0001,0.06426961888677549,-0.06433942007805712
0.0001,0.06414106907072026,-0.06421046448224002
0.0001,0.06401277688864032,-0.0640817689309418
0.0001,0.06388474181720705,-0.0639533328861108
0.0001,0.0637569633442757,-0.06382515582176766
0.0001,0.06362944095929438,-0.06369723721360872
0.0001,0.063502174151711,-0.06356957653733014
0.0001,0.06337516241097374,-0.06344217326862822
0.0001,0.06324840522653052,-0.06331502688319918
0.0001,0.06312190208782949,-0.06318813685673932
0.0001,0.06299565248431856,-0.0630615026649448
0.0001,0.06286965590544587,-0.06293512378351196
0.0001,0.0627439118406594,-0.06280899968813698
0.0001,0.06261841977940723,-0.06268312985451616
0.0001,0.06249317921113736,-0.06255751375834569
0.0001,0.06236818962529787,-0.06243215087532187
0.0001,0.06224345051133675,-0.062307040681140916
0.0001,0.06211896135870209,-0.06218218265149911
0.0001,0.06199472165684187,-0.06205757626209265
0.0001,0.061870730896556,-0.06193322099010506
0.0001,0.0617469885792381,-0.06180911632417753
0.0001,0.06162349421120358,-0.061685261758176034
0.0001,0.061500247298790514,-0.061561656785987004
0.0001,0.06137724734833711,-0.06143830090149699
0.0001,0.06125449386618144,-0.06131519359859242
0.0001,0.06113198635866171,-0.06119233437115984
0.0001,0.061009724332115996,-0.0610697227130857
0.0001,0.06088770729288249,-0.060947358118256516
0.0001,0.060765934747299286,-0.060825240080558736
0.0001,0.06064440620170456,-0.0607033680938789
0.0001,0.06052312116243642,-0.060581741652103456
0.0001,0.06040207913583304,-0.06046036024911893
0.0001,0.06028127962823251,-0.06033922337881177
0.0001,0.060160722145973025,-0.060218330535068504
0.0001,0.06004040619539268,-0.06009768121177559
0.0001,0.059920331282986926,-0.05997727490299435
0.0001,0.059800496921930846,-0.059857111110017125
0.0001,0.05968090263427014,-0.0597371893435936
0.0001,0.059561547942648306,-0.059617509115091956
0.0001,0.05944243236970895,-0.05949806993588051
0.0001,0.05932355543809555,-0.05937887131732746
0.0001,0.05920491667045174,-0.0592599127708011
0.0001,0.059086515589421,-0.05914119380766965
0.0001,0.05896835171764693,-0.059022713939301384
0.0001,0.05885042457777304,-0.05890447267706452
0.0001,0.05873273369244294,-0.05878646953232735
0.0001,0.058615278584300094,-0.05866870401645809
0.0001,0.05849805877598814,-0.05855117564082501
0.0001,0.05838107379015056,-0.05843388391679635
0.0001,0.058264323149430974,-0.05831682835574039
0.0001,0.05814780637647285,-0.05820000846902532
0.0001,0.05803152299391982,-0.05808342376801947
0.0001,0.05791547252701116,-0.057967073766904985
0.0001,0.05779965451151604,-0.05785095799111482
0.0001,0.05768406848582193,-0.05773507596882576
0.0001,0.05756871398831582,-0.057619427228213956
0.0001,0.057453590557384575,-0.05750401129745546
0.0001,0.05733869773141518,-0.0573888277047264
0.0001,0.057224035048794517,-0.05727387597820284
0.0001,0.05710960204790956,-0.05715915564606092
0.0001,0.05699539826714719,-0.05704466623647671
0.0001,0.05688142324489438,-0.056930407277626306
0.0001,0.056767676519538034,-0.05681637829768579
0.0001,0.05665415762946511,-0.056702578824831304
0.0001,0.05654086611306248,-0.05658900838723888
0.0001,0.05642780150871714,-0.056475666513084694
0.0001,0.05631496335481596,-0.05636255273054476
0.0001,0.05620235118974592,-0.05624966656779525
0.0001,0.05608996455244513,-0.056137007553611624
0.0001,0.05597780299009599,-0.05602457522558659
0.0001,0.05586586605613949,-0.055912369127912566
0.0001,0.055754153304165485,-0.05580038880493196
0.0001,0.0556426642877638,-0.05568863380098702
0.0001,0.0555313985605243,-0.055577103660420145
0.0001,0.05542035567603677,-0.055465797927573605
0.0001,0.055309535187891085,-0.05535471614678977
0.0001,0.055198936649677045,-0.055243857862410935
0.0001,0.05508855961498453,-0.055133222618779475
0.0001,0.05497840363740332,-0.05502280996023768
0.0001,0.054868468270523295,-0.0549126194311279
0.0001,0.054758753067934256,-0.05480265057579244
0.0001,0.054649257583226064,-0.05469290293857367
0.0001,0.054539981369988555,-0.05458337606381389
0.0001,0.05443092398181151,-0.05447406949585541
0.0001,0.05432208497230498,-0.05436498277906299
0.0001,0.05421346389932901,-0.05425611546235205
0.0001,0.05410506032996979,-0.05414746710438976
0.0001,0.053996873832500084,-0.05403903726507324
0.0001,0.053888903975192734,-0.05393082550429973
0.0001,0.053781150326320484,-0.05382283138196636
0.0001,0.0536736124541562,-0.05371505445797038
0.0001,0.05356628992697264,-0.053607494292208895
0.0001,0.05345918231304264,-0.05350015044457914
0.0001,0.05335228918063896,-0.053393022474978256
0.0001,0.053245610098034434,-0.053286109943303475
0.0001,0.05313914463350184,-0.053179412409451926
0.0001,0.05303289235531402,-0.05307292943332084
0.0001,0.0529268528317437,-0.05296666057480735
0.0001,0.05282102563106377,-0.05286060539380869
0.0001,0.05271541032154697,-0.05275476345022199
0.0001,0.05261000647146613,-0.052649134303944474
0.0001,0.05250481365037429,-0.0525437175162456
0.0001,0.052399831436873115,-0.05243851265797359
0.0001,0.05229505941340706,-0.05233351930398774
0.0001,0.05219049716243158,-0.052228737029157056
0.0001,0.052086144266402026,-0.0521241654083505
0.0001,0.05198200030777386,-0.05201980401643707
0.0001,0.051878064869002434,-0.05191565242828574
0.0001,0.05177433753254321,-0.05181171021876551
0.0001,0.05167081788085154,-0.05170797696274535
0.0001,0.05156750549638287,-0.05160445223509425
0.0001,0.051464399961592584,-0.05150113561068119
0.0001,0.05136150085893613,-0.051398026664375165
0.0001,0.051258807770868844,-0.05129512497104514
0.0001,0.0511563202798462,-0.05119243010556012
0.0001,0.05105403796832355,-0.05108994164278907
0.0001,0.05095196041875635,-0.050987659157601
0.0001,0.05085008721376827,-0.050885582225046445
0.0001,0.05074841794188479,-0.050783710426427646
0.0001,0.05064695219883544,-0.05068204335059217
0.0001,0.050545689580776605,-0.050580580586824395
0.0001,0.05044462968386456,-0.05047932172440859
0.0001,0.05034377210425567,-0.05037826635262912
0.0001,0.05024311643810623,-0.050277414060770256
0.0001,0.0501426622815726,-0.05017676443811637
0.0001,0.05004240923081106,-0.05007631707395173
0.0001,0.049942356881978,-0.04997607155756069
0.0001,0.04984250483122967,-0.04987602747822753
0.0001,0.04974285267472246,-0.049776184425236625
0.0001,0.04964340000861265,-0.04967654198787223
0.0001,0.0495441464290566,-0.049577099755418706
0.0001,0.049445091532210605,-0.04947785731716034
0.0001,0.049346234914231034,-0.04937881426238149
0.0001,0.04924757617127416,-0.04927997018036643
0.0001,0.049149114901896634,-0.04918132466294488
0.0001,0.04905085071349632,-0.04908287731122164
0.0001,0.04895278321546671,-0.048984627728364996
0.0001,0.04885491201720117,-0.048886575517543066
0.0001,0.04875723672809314,-0.04878872028192404
0.0001,0.048659756957535945,-0.048691061624676034
0.0001,0.048562472314923034,-0.048593599148967236
0.0001,0.04846538240964776,-0.04849633245796578
0.0001,0.04836848685110354,-0.04839926115483983
0.0001,0.04827178524868373,-0.04830238484275753
0.0001,0.04817527721178176,-0.04820570312488706
0.0001,0.048078962349790984,-0.04810921560439653
0.0001,0.04798284027210483,-0.04801292188445414
0.0001,0.04788691058811665,-0.04791682156822801
0.0001,0.04779117290721987,-0.04782091425888633
0.0001,0.04769562683880785,-0.04772519955959722
0.0001,0.04760027199281651,-0.04762967707410527
0.0001,0.0475051079863406,-0.047534346413671213
0.0001,0.04741013444146734,-0.04743920719474259
0.0001,0.04731535098038036,-0.04734425903386335
0.0001,0.047220757225263324,-0.047249501547577503
0.0001,0.047126352798299825,-0.04715493435242901
0.0001,0.047032137321673544,-0.047060557064961886
0.0001,0.04693811041756808,-0.046966369301720046
0.0001,0.046844271708167115,-0.04687237067924755
0.0001,0.04675062081565423,-0.046778560814088314
0.0001,0.04665715736221313,-0.04668493932278638
0.0001,0.04656388097002739,-0.04659150582188567
0.0001,0.04647079126128068,-0.046498259927930205
0.0001,0.04637788785815663,-0.046405201257463946
0.0001,0.046285170382838886,-0.0463123294270309
0.0001,0.046192638457511065,-0.04621964405317501
0.0001,0.0461002917043837,-0.04612714475246922
0.0001,0.04600812974950373,-0.0460348311455176
0.0001,0.04591615222653313,-0.04594270286085007
0.0001,0.04582435877001519,-0.04585075952790049
0.0001,0.04573274901449334,-0.04575900077610284
0.0001,0.04564132259451088,-0.04566742623489098
0.0001,0.0455500791446112,-0.04557603553369888
0.0001,0.04545901829933763,-0.04548482830196041
0.0001,0.04536813969323356,-0.04539380416910954
0.0001,0.04527744296084231,-0.04530296276458013
0.0001,0.04518692773670728,-0.04521230371780615
0.0001,0.045096593655371775,-0.045121826658221474
0.0001,0.045006440351379205,-0.04503153121526005
0.0001,0.044916467459272885,-0.04494141701835578
0.0001,0.044826674613596205,-0.04485148369694261
0.0001,0.04473706144889248,-0.0447617308804544
0.0001,0.04464762759970512,-0.04467215819832513
0.0001,0.044558372701788855,-0.04458276528126258
0.0001,0.04446929639863156,-0.04449355176803278
0.0001,0.04438039833671693,-0.0444045173004908
0.0001,0.04429167816253315,-0.0443156615204955
0.0001,0.04420313552256832,-0.04422698406990564
0.0001,0.0441147700633106,-0.044138484590580083
0.0001,0.044026581431248095,-0.04405016272437761
0.0001,0.04393856927286897,-0.043962018113157066
0.0001,0.04385073323466133,-0.043874050398777245
0.0001,0.04376307296311334,-0.043786259223096986
0.0001,0.04367558810471311,-0.04369864422797508
0.0001,0.043588278305948795,-0.04361120505527037
0.0001,0.0435011432133085,-0.04352394134684165
0.0001,0.04341418247328041,-0.04343685274454776
0.0001,0.04332739573235259,-0.04334993889024749
0.0001,0.043240782637013246,-0.04326319942579968
0.0001,0.04315434283392797,-0.04317663399325059
0.0001,0.04306807597497752,-0.043090242240083426
0.0001,0.042981981717892685,-0.04300402381982981
0.0001,0.0428960597207064,-0.04291797838632815
0.0001,0.0428103096414515,-0.04283210559341678
0.0001,0.042724731138160936,-0.04274640509493408
0.0001,0.042639323868867554,-0.042660876544718396
0.0001,0.04255408749160428,-0.0425755195966081
0.0001,0.04246902166440398,-0.04249033390444155
0.0001,0.04238412604529956,-0.04240531912205712
0.0001,0.0422994002923239,-0.04232047490329313
0.0001,0.042214844063509914,-0.04223580090198801
0.0001,0.04213045701689047,-0.042151296771980075
0.0001,0.042046238810498446,-0.04206696216710768
0.0001,0.041962189102366786,-0.04198279674120922
0.0001,0.041878307550528314,-0.041898800148123014
0.0001,0.04179459381301607,-0.041814972041687576
0.0001,0.041711047550082744,-0.04173131207805748
0.0001,0.041627668429400765,-0.04164781992106771
0.0001,0.04154445612016201,-0.0415644952361094
0.0001,0.041461410291558434,-0.04148133768857375
0.0001,0.04137853061278193,-0.04139834694385184
0.0001,0.04129581675302446,-0.041315522667334875
0.0001,0.041213268381477895,-0.04123286452441398
0.0001,0.04113088516733421,-0.04115037218048033
0.0001,0.04104866677978528,-0.04106804530092505
0.0001,0.040966612888023064,-0.04098588355113932
0.0001,0.04088472316123945,-0.04090388659651426
0.0001,0.04080299726862639,-0.040822054102441066
0.0001,0.04072143487937578,-0.040740385734310845
0.0001,0.040640035662679576,-0.04065888115751478
0.0001,0.04055879928772965,-0.040577540037443995
0.0001,0.04047772542371797,-0.04049636203948969
0.0001,0.0403968137403679,-0.04041534682959816
0.0001,0.04031606391361972,-0.040334494080155374
0.0001,0.04023547562339141,-0.04025380346763542
0.0001,0.04015504854966196,-0.04017327466857313
0.0001,0.040074782372410245,-0.040092907359503244
0.0001,0.03999467677161523,-0.04001270121696058
0.0001,0.03991473142725581,-0.039932655917479874
0.0001,0.03983494601931095,-0.03985277113759596
0.0001,0.03975532022775953,-0.03977304655384357
0.0001,0.039675853732580514,-0.03969348184275751
0.0001,0.039596546213752803,-0.03961407668087256
0.0001,0.03951739735125535,-0.03953483074472351
0.0001,0.039438406825067045,-0.03945574371084512
0.0001,0.03935957431516685,-0.03937681525577219
0.0001,0.03928089950153367,-0.03929804505603948
0.0001,0.03920238206414645,-0.03921943278818181
0.0001,0.03912402168301778,-0.039140978128769405
0.0001,0.03904581804161987,-0.03906268075795801
0.0001,0.038967770829707676,-0.03898454036236979
0.0001,0.03888987973768829,-0.0389065566292907
0.0001,0.03881214445596871,-0.0388287292460066
0.0001,0.038734564674956014,-0.038751057899803446
0.0001,0.03865714008505722,-0.038673542277967106
0.0001,0.038579870376679405,-0.03859618206778352
0.0001,0.03850275524022958,-0.03851897695653858
0.0001,0.03842579436611483,-0.038441926631518214
0.0001,0.03834898744474215,-0.0383650307800083
0.0001,0.038272334166518644,-0.03828828908929478
0.0001,0.03819583422185129,-0.03821170124666354
0.0001,0.03811948730114721,-0.03813526693940051
0.0001,0.038043293094813364,-0.03805898585479158
0.0001,0.037967251293256885,-0.037982857680122675
0.0001,0.037891361586884734,-0.03790688210267968
0.0001,0.03781562366724843,-0.037831058810935264
0.0001,0.03774003723250547,-0.03775538750016734
0.0001,0.03766460198314364,-0.03767986786803543
0.0001,0.037589317619651764,-0.03760449961219982
0.0001,0.0375141838425188,-0.03752928243032088
0.0001,0.03743920035223356,-0.03745421602005891
0.0001,0.03736436684928497,-0.037379300079074265
0.0001,0.037289683034161906,-0.03730453430502724
0.0001,0.03721514860735327,-0.0372299183955782
0.0001,0.03714076326934791,-0.037155452048387425
0.0001,0.03706652672063475,-0.0370811349611153
0.0001,0.03699243866170264,-0.03700696683142211
0.0001,0.0369184987930405,-0.036932947356968206
0.0001,0.036844706815137185,-0.036859076235413894
0.0001,0.036771062428481605,-0.03678535316441954
0.0001,0.036697565333562616,-0.03671177784164543
0.0001,0.03662421523105395,-0.03663834996494408
0.0001,0.03655101182623431,-0.036565069236913494
0.0001,0.03647795482912865,-0.036491935365013
0.0001,0.036405043949973445,-0.036418948056915604
0.0001,0.036332278899005324,-0.036346107020294324
0.0001,0.03625965938646077,-0.03627341196282217
0.0001,0.03618718512257638,-0.036200862592172194
0.0001,0.03611485581758868,-0.036128458616017385
0.0001,0.03604267118173423,-0.036056199742030795
0.0001,0.035970630925249575,-0.03598408567788542
0.0001,0.03589873475837128,-0.0359121161312543
0.0001,0.03582698239133585,-0.035840290809810445
0.0001,0.035755373534379895,-0.03576860942122689
0.0001,0.03568390789773992,-0.035697071673176636
0.0001,0.03561258519165251,-0.03562567727333274
0.0001,0.03554140512635418,-0.03555442592936817
0.0001,0.03547036741208223,-0.03548331734895677
0.0001,0.035399471761123506,-0.03541235124188577
0.0001,0.03532871789198511,-0.03534152732431908
0.0001,0.03525810552432867,-0.03527084531359489
0.0001,0.03518763437781588,-0.035200304927051444
0.0001,0.035117304172108364,-0.03512990588202694
0.0001,0.03504711462686784,-0.03505964789585962
0.0001,0.03497706546175593,-0.034989530685887706
0.0001,0.03490715639643431,-0.0349195539694494
0.0001,0.034837387150564655,-0.03484971746388292
0.0001,0.034767757443808625,-0.03478002088652653
0.0001,0.03469826699582787,-0.0347104639547184
0.0001,0.03462891552628409,-0.03464104638579678
0.0001,0.034559702754838904,-0.03457176789709987
0.0001,0.03449062840115402,-0.03450262820596591
0.0001,0.03442169218489107,-0.03443362702973311
