xi,U_eps_1e-02,U_eps_1e-04,U_eps_1e-06,U_eps_1e-08
-0.46049999999999996,0.8653139827695449,0.6033918464171236,0.5678156632323653,0.5613893216242332
-0.45999999999999996,0.8658362832536646,0.603728484636509,0.5681277062037745,0.5616970631606512
-0.45949999999999996,0.8663588634821338,0.6040653607681643,0.5684399589024717,0.5620050098468764
-0.45899999999999996,0.8668817229768732,0.6044024750988543,0.5687524215535306,0.5623131618992019
-0.45849999999999996,0.8674048612573554,0.6047398279158225,0.5690650943828938,0.5626215195343411
-0.45799999999999996,0.867928277838138,0.6050774195067207,0.5693779776167813,0.5629300829694293
-0.45749999999999996,0.8684519722313133,0.605415250160392,0.5696910714816258,0.5632388524220242
-0.45699999999999996,0.868975943944025,0.6057533201659141,0.570004376204745,0.5635478281101088
-0.45649999999999996,0.8695001924809347,0.6060916298131046,0.5703178920136877,0.5638570102520916
-0.45599999999999996,0.8700247173417216,0.6064301793927863,0.570631619136264,0.5641663990668074
-0.4555,0.8705495180235663,0.6067689691959429,0.5709455578011747,0.5644759947735203
-0.45499999999999996,0.8710745940186332,0.6071079995146177,0.5712597082373096,0.5647857975919238
-0.4545,0.8715999448165709,0.6074472706415454,0.5715740706738761,0.5650958077421421
-0.45399999999999996,0.8721255699019785,0.6077867828697328,0.5718886453409647,0.5654060254447324
-0.4535,0.8726514687569221,0.6081265364934273,0.57220343246882,0.5657164509206853
-0.45299999999999996,0.873177640858385,0.6084665318072511,0.572518432288065,0.5660270843914268
-0.4525,0.8737040856808,0.6088067691063838,0.5728336450301884,0.5663379260788187
-0.45199999999999996,0.8742308026934834,0.6091472486871843,0.5731490709268031,0.566648976205162
-0.4515,0.8747577913631845,0.6094879708462015,0.5734647102099658,0.5669602349931955
-0.45099999999999996,0.8752850511515017,0.6098289358808967,0.5737805631125718,0.5672717026660996
-0.4505,0.8758125815174498,0.610170144089649,0.574096629867617,0.5675833794474964
-0.44999999999999996,0.8763403819148589,0.6105115957710286,0.5744129107086094,0.5678952655614516
-0.4495,0.8768684517949576,0.6108532912248062,0.574729405869859,0.5682073612324753
-0.44899999999999995,0.8773967906037574,0.6111952307513283,0.5750461155857611,0.5685196666855247
-0.4485,0.8779253977846504,0.6115374146513256,0.5753630400912909,0.5688321821460037
-0.44799999999999995,0.8784542727757775,0.6118798432268233,0.5756801796221832,0.5691449078397658
-0.4475,0.8789834150126435,0.6122225167801335,0.575997534414248,0.5694578439931153
-0.44699999999999995,0.8795128239254679,0.6125654356142977,0.5763151047039443,0.5697709908328079
-0.4465,0.8800424989418177,0.6129086000334886,0.5766328907284413,0.570084348586053
-0.44599999999999995,0.8805724394839394,0.6132520103420527,0.5769508927249809,0.5703979174805146
-0.4455,0.8811026449714108,0.6135956668454213,0.5772691109315209,0.5707116977443134
